"county","fips","cand","st","pct_report","votes","total_votes","pct","lead"
NA,"OR","Jill Stein","OR",0.9911,45132,1808575,0.0249544530915223,"Hillary Clinton"
NA,"CT","Hillary Clinton","CT",0.9986,884432,1623542,0.544754616757682,"Hillary Clinton"
NA,"CT","Donald Trump","CT",0.9986,668266,1623542,0.411609924473774,"Hillary Clinton"
NA,"CT","Gary Johnson","CT",0.9986,48051,1623542,0.0295964009554419,"Hillary Clinton"
NA,"CT","Jill Stein","CT",0.9986,22793,1623542,0.0140390578131025,"Hillary Clinton"
NA,"IA","Donald Trump","IA",0.9994,798923,1542880,0.517812791662346,"Donald Trump"
NA,"IA","Hillary Clinton","IA",0.9994,650790,1542880,0.421802084413564,"Donald Trump"
NA,"IA","Gary Johnson","IA",0.9994,57322,1542880,0.0371525977392928,"Donald Trump"
NA,"IA","Evan McMullin","IA",0.9994,12267,1542880,0.00795071554495489,"Donald Trump"
NA,"IA","Jill Stein","IA",0.9994,11119,1542880,0.00720665249403713,"Donald Trump"
NA,"IA","Darrell Castle","IA",0.9994,7252,1542880,0.00470030073628539,"Donald Trump"
NA,"IA","Dan Vacek","IA",0.9994,2256,1542880,0.0014622005599917,"Donald Trump"
NA,"IA","Lynn Kahn","IA",0.9994,2181,1542880,0.00141359016903453,"Donald Trump"
NA,"IA","Rocky De La Fuente","IA",0.9994,450,1542880,0.000291662345743026,"Donald Trump"
NA,"IA","Gloria La Riva","IA",0.9994,320,1542880,0.000207404334750596,"Donald Trump"
NA,"OK","Donald Trump","OK",1,947934,1451056,0.65327182410603,"Donald Trump"
NA,"OK","Hillary Clinton","OK",1,419788,1451056,0.289298276565481,"Donald Trump"
NA,"OK","Gary Johnson","OK",1,83334,1451056,0.057429899328489,"Donald Trump"
"Harris County","48201","Hillary Clinton","TX",1,706471,1302887,0.542235051850237,"Hillary Clinton"
"Harris County","48201","Donald Trump","TX",1,544960,1302887,0.418271116374636,"Hillary Clinton"
"Harris County","48201","Gary Johnson","TX",1,39701,1302887,0.0304715604653358,"Hillary Clinton"
"Harris County","48201","Jill Stein","TX",1,11755,1302887,0.00902227130979126,"Hillary Clinton"
"Maricopa County","4013","Donald Trump","AZ",1,590465,1201934,0.491262415407169,"Donald Trump"
"Maricopa County","4013","Hillary Clinton","AZ",1,549040,1201934,0.456797128627695,"Donald Trump"
"Maricopa County","4013","Gary Johnson","AZ",1,48732,1201934,0.0405446555301705,"Donald Trump"
"Maricopa County","4013","Jill Stein","AZ",1,13697,1201934,0.0113958004349656,"Donald Trump"
NA,"MS","Donald Trump","MS",1,678457,1162987,0.58337453471105,"Donald Trump"
NA,"MS","Hillary Clinton","MS",1,462001,1162987,0.397253795614224,"Donald Trump"
NA,"MS","Gary Johnson","MS",1,13789,1162987,0.0118565383791908,"Donald Trump"
NA,"MS","Darrell Castle","MS",1,3878,1162987,0.00333451706682878,"Donald Trump"
NA,"MS","Jill Stein","MS",1,3580,1162987,0.00307828032471558,"Donald Trump"
NA,"MS","Jim Hedges","MS",1,686,1162987,0.000589860419763935,"Donald Trump"
NA,"MS","Rocky De La Fuente","MS",1,596,1162987,0.000512473484226393,"Donald Trump"
NA,"KS","Donald Trump","KS",0.9997,656009,1147143,0.571863316081779,"Donald Trump"
NA,"KS","Hillary Clinton","KS",0.9997,414788,1147143,0.361583516614755,"Donald Trump"
NA,"KS","Gary Johnson","KS",0.9997,53648,1147143,0.0467666193316788,"Donald Trump"
NA,"KS","Jill Stein","KS",0.9997,22698,1147143,0.0197865479717873,"Donald Trump"
NA,"NV","Hillary Clinton","NV",1,537753,1122990,0.478858226698368,"Hillary Clinton"
NA,"NV","Donald Trump","NV",1,511319,1122990,0.455319281560833,"Hillary Clinton"
NA,"NV","Gary Johnson","NV",1,37299,1122990,0.033214009029466,"Hillary Clinton"
NA,"NV"," None of these candidates","NV",1,28824,1122990,0.0256671920497956,"Hillary Clinton"
NA,"NV","Darrell Castle","NV",1,5254,1122990,0.00467858128745581,"Hillary Clinton"
NA,"NV","Rocky De La Fuente","NV",1,2541,1122990,0.00226270937408169,"Hillary Clinton"
NA,"AR","Donald Trump","AR",1,677904,1121684,0.604362726044055,"Donald Trump"
NA,"AR","Hillary Clinton","AR",1,378729,1121684,0.337643222155259,"Donald Trump"
NA,"AR","Gary Johnson","AR",1,29518,1121684,0.0263157894736842,"Donald Trump"
NA,"AR","Evan McMullin","AR",1,13069,1121684,0.0116512315411471,"Donald Trump"
NA,"AR","Jill Stein","AR",1,9837,1121684,0.00876984961896577,"Donald Trump"
NA,"AR","Jim Hedges","AR",1,4676,1121684,0.0041687320136509,"Donald Trump"
NA,"AR","Darrell Castle","AR",1,4567,1121684,0.00407155669511199,"Donald Trump"
NA,"AR","Lynn Kahn","AR",1,3384,1121684,0.00301689245812546,"Donald Trump"
"Miami-Dade County","12086","Hillary Clinton","FL",1,623006,978670,0.636584344058774,"Hillary Clinton"
"Miami-Dade County","12086","Donald Trump","FL",1,333666,978670,0.34093821206331,"Hillary Clinton"
"Miami-Dade County","12086","Gary Johnson","FL",1,13183,978670,0.0134703219675682,"Hillary Clinton"
"Miami-Dade County","12086","Jill Stein","FL",1,5965,978670,0.00609500648839752,"Hillary Clinton"
"Miami-Dade County","12086","Rocky De La Fuente","FL",1,1579,978670,0.0016134141232489,"Hillary Clinton"
"Miami-Dade County","12086","Darrell Castle","FL",1,1271,978670,0.0012987012987013,"Hillary Clinton"
"King County","53033","Hillary Clinton","WA",0.8723,638033,883231,0.722385197077548,"Hillary Clinton"
"King County","53033","Donald Trump","WA",0.8723,191806,883231,0.217164026172089,"Hillary Clinton"
"King County","53033","Gary Johnson","WA",0.8723,34865,883231,0.0394743843909464,"Hillary Clinton"
"King County","53033","Jill Stein","WA",0.8723,14180,883231,0.0160546901093825,"Hillary Clinton"
"King County","53033","Darrell Castle","WA",0.8723,2586,883231,0.00292788636268428,"Hillary Clinton"
"King County","53033","Alyson Kennedy","WA",0.8723,907,883231,0.00102691141954936,"Hillary Clinton"
"King County","53033","Gloria La Riva","WA",0.8723,854,883231,0.000966904467800609,"Hillary Clinton"
NA,"UT","Donald Trump","UT",0.8248,397004,852461,0.465715147085908,"Donald Trump"
NA,"UT","Hillary Clinton","UT",0.8248,237241,852461,0.278301294721987,"Donald Trump"
NA,"UT","Evan McMullin","UT",0.8248,175301,852461,0.205641079181335,"Donald Trump"
NA,"UT","Gary Johnson","UT",0.8248,27735,852461,0.0325352127546011,"Donald Trump"
NA,"UT","Jill Stein","UT",0.8248,6072,852461,0.00712290650246756,"Donald Trump"
NA,"UT","Darrell Castle","UT",0.8248,5636,852461,0.00661144615413491,"Donald Trump"
NA,"UT","Rocky Giordani","UT",0.8248,2093,852461,0.00245524428683541,"Donald Trump"
NA,"UT","Rocky De La Fuente","UT",0.8248,585,852461,0.000686248403152754,"Donald Trump"
NA,"UT","Alyson Kennedy","UT",0.8248,397,852461,0.000465710454789134,"Donald Trump"
NA,"UT","Monica Moorehead","UT",0.8248,397,852461,0.000465710454789134,"Donald Trump"
"Orange County","6059","Hillary Clinton","CA",1,413982,830206,0.49864973271694,"Hillary Clinton"
"Orange County","6059","Donald Trump","CA",1,371268,830206,0.447199851603096,"Hillary Clinton"
"Orange County","6059","Gary Johnson","CA",1,31103,830206,0.0374641956333729,"Hillary Clinton"
"Orange County","6059","Jill Stein","CA",1,10741,830206,0.012937752798703,"Hillary Clinton"
"Orange County","6059","Gloria La Riva","CA",1,3112,830206,0.00374846724788787,"Hillary Clinton"
"Broward County","12011","Hillary Clinton","FL",1,546956,822837,0.664719744007622,"Hillary Clinton"
"Broward County","12011","Donald Trump","FL",1,258521,822837,0.314182517315094,"Hillary Clinton"
"Broward County","12011","Gary Johnson","FL",1,10897,822837,0.0132432061270944,"Hillary Clinton"
"Broward County","12011","Jill Stein","FL",1,4992,822837,0.00606681517724653,"Hillary Clinton"
"Broward County","12011","Darrell Castle","FL",1,884,822837,0.00107433185430407,"Hillary Clinton"
"Broward County","12011","Rocky De La Fuente","FL",1,587,822837,0.000713385518638564,"Hillary Clinton"
NA,"NE","Donald Trump","NE",1,485819,805638,0.603023938791368,"Donald Trump"
NA,"NE","Hillary Clinton","NE",1,273858,805638,0.339926865415981,"Donald Trump"
NA,"NE","Gary Johnson","NE",1,37615,805638,0.0466897043088831,"Donald Trump"
NA,"NE","Jill Stein","NE",1,8346,805638,0.0103594914837681,"Donald Trump"
